SYMBOL,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
BXR,05-Jan-2015,202.24,202.24,200.84,201.29,0
BXY,05-Jan-2015,1491.89,1491.89,1469.05,1471.43,0
BZJ,05-Jan-2015,67.49,67.49,64.1,64.38,0
CAC40,05-Jan-2015,4221.99,4276.92,4105.45,4111.36,0
CASE,05-Jan-2015,8942.65,9033.07,8931.8,9011.07,86763048
CELS,05-Jan-2015,225.551,225.668,219.482,220.355,0
CEX,05-Jan-2015,505.58,505.58,491.38,493.15,0
CIV,05-Jan-2015,28.7,28.75,27.82,28.22,0
CKG,05-Jan-2015,493.42,494.62,488.08,489.58,0
COMP,05-Jan-2015,4700.34,4702.77,4641.46,4652.57,0
CPH,05-Jan-2015,261.58,261.58,261.58,261.58,0
CPR,05-Jan-2015,2.814,2.827,2.744,2.766,24535
CRXR,05-Jan-2015,1063.74,1063.74,1063.74,1063.74,0
CSO,05-Jan-2015,1055.61,1055.61,1055.61,1055.61,0
CVK,05-Jan-2015,469.46,469.46,461.78,463.45,0
CYM,05-Jan-2015,22.42,22.42,21.86,21.91,0
CYO,05-Jan-2015,1593.29,1593.29,1593.29,1593.29,0
CZH,05-Jan-2015,266.26,268.35,265.29,266.09,0
DAX,05-Jan-2015,9735.65,9790.27,9468.58,9473.16,0
DCFI,05-Jan-2015,58.46,60,49.23,50.76,0
DCOF,05-Jan-2015,72.3,72.3,66.15,66.15,0
DCOH,05-Jan-2015,76.92,78.46,69.23,69.23,0
DCSE,05-Jan-2015,15771.62,15830.42,15568.1,15570.06,0
DCTH,05-Jan-2015,80,80,78.46,78.46,0
DCTW,05-Jan-2015,52.3,52.3,23.07,24.61,0
DDA,05-Jan-2015,18.41,19.47,18.25,18.72,0
DDB,05-Jan-2015,16.57,18.05,16.57,17.12,0
DDO,05-Jan-2015,140.57,140.57,140.57,140.57,0
DDX,05-Jan-2015,139.47,139.96,136.78,138.06,0
DECA,05-Jan-2015,101,163,101,163,49112000
DECD,05-Jan-2015,15,123,15,121,12902700
DECE,05-Jan-2015,791,1161,791,1161,1238540000
DECN,05-Jan-2015,1748,1817,1565,1763,3205869000
DECQ,05-Jan-2015,1425,1778,1320,1724,1319238000
DECS,05-Jan-2015,413,1111,413,1107,257400200
DECT,05-Jan-2015,3274,3755,3024,3650,4574219000
DECV,05-Jan-2015,103,412,103,397,45377300
DECX,05-Jan-2015,516,1522,516,1504,302777500
DFI,05-Jan-2015,2848.81,2850.67,2799.85,2813.43,0
DGE,05-Jan-2015,1000.15,1001.77,992.42,995.27,0
DHC,05-Jan-2015,4988.51,4988.51,4903.08,4921.69,0
DHD,05-Jan-2015,1208.13,1208.23,1182.36,1182.94,0
DIFI,05-Jan-2015,56.66,60,46.66,46.66,0
DIOF,05-Jan-2015,66.66,66.66,60,60,0
DIOH,05-Jan-2015,66.66,70,63.33,66.66,0
DITH,05-Jan-2015,73.33,73.33,70,70,0
DITW,05-Jan-2015,43.33,43.33,10,13.33,0
DIVD,05-Jan-2015,1.36,1.36,1.36,1.36,0
DJC,05-Jan-2015,6466.68,6466.68,6335.17,6344.01,0
DJEC,05-Jan-2015,495.83,496.41,485.08,487.22,0
DJI,05-Jan-2015,17821.3,17821.3,17475.93,17501.65,116161200
DJT,05-Jan-2015,9080.38,9082.62,8846.86,8856.76,18109900
DJU,05-Jan-2015,621.61,622.3,611.79,614.08,14120200
DJWO,05-Jan-2015,319.19,319.49,313.96,314.24,0
DLTC,05-Jan-2015,989.61,991.19,975.69,978.09,0
DMT,05-Jan-2015,9082.41,9082.41,8847.41,8856.76,0
DOI,05-Jan-2015,2802.08,2802.08,2802.08,2802.08,0
DOWE,05-Jan-2015,1771.87,1782.53,1718.53,1721.87,0
DOWV,05-Jan-2015,191.85,192.74,191.72,192.7,0
DRCI,05-Jan-2015,247.42,249.19,246.46,248.65,0
DREI,05-Jan-2015,331.3,333.91,330.04,333.18,0
DRG,05-Jan-2015,531.88,532.95,528.42,529.58,0
DRO,05-Jan-2015,543.57,543.57,543.57,543.57,0
DSAE,05-Jan-2015,837.48,837.88,821.76,824.12,8039400
DSAF,05-Jan-2015,905.53,905.53,886.3,888.2,1590400
DSAG,05-Jan-2015,185.48,185.48,180.33,180.78,7014800
DSAI,05-Jan-2015,379.06,379.06,371.39,372.54,4971000
DSAL,05-Jan-2015,131.66,131.66,123.45,124.03,3787200
DSAM,05-Jan-2015,924.98,928.57,921.05,922.19,14719800
DSAP,05-Jan-2015,322.32,322.32,312.68,313.39,19266800
DSAR,05-Jan-2015,260.45,261.8,255.03,256.92,10491700
DSAS,05-Jan-2015,899.65,899.86,885.57,887.99,5125800
DSAT,05-Jan-2015,434.85,434.85,422.56,423.2,4041200
DSAU,05-Jan-2015,210.8,210.8,203.58,204.59,13934000
DSAV,05-Jan-2015,589.06,589.06,574.1,575.74,2010500
DSBC,05-Jan-2015,1098.51,1098.51,1074.34,1076.35,28231100
DSBD,05-Jan-2015,601.94,601.94,590.16,592.3,3642400
DSBE,05-Jan-2015,140.6,140.95,137.79,138.84,818300
DSBK,05-Jan-2015,329.89,329.89,319.72,320.52,77596400
DSBM,05-Jan-2015,333.38,333.38,322.71,323.85,32769500
DSBS,05-Jan-2015,170.75,170.75,163.44,164.28,20806400
DSBT,05-Jan-2015,1841.6,1861.66,1823.57,1840.5,25698700
DSBV,05-Jan-2015,573.5,579.14,572.59,572.61,11994600
DSCA,05-Jan-2015,742.27,742.27,723.6,727.18,3315000
DSCC,05-Jan-2015,381.5,381.5,367.85,369.31,7345200
DSCE,05-Jan-2015,855.7,855.7,802.31,806.75,926600
DSCF,05-Jan-2015,363.22,363.22,354.6,355.88,5196800
DSCG,05-Jan-2015,862.09,862.2,845.8,847.9,29440500
DSCH,05-Jan-2015,529.49,529.49,514.07,515.78,11963000
DSCL,05-Jan-2015,95.26,95.26,88.75,89.31,3615300
DSCM,05-Jan-2015,500.25,501.94,495.66,496.19,3458800
DSCN,05-Jan-2015,498.92,498.92,486.85,488.5,6126900
DSCP,05-Jan-2015,313.7,313.7,307.49,309.03,3630000
DSCR,05-Jan-2015,1604.54,1608.65,1566.13,1576.4,31206900
DSCS,05-Jan-2015,1030.99,1030.99,1017.45,1021.21,5251200
DSCT,05-Jan-2015,874.61,876.13,866.69,868.95,23588800
DSCX,05-Jan-2015,823.47,823.47,805.42,807.72,4617800
DSCY,05-Jan-2015,691.21,691.21,678.98,680.39,117075200
DSDB,05-Jan-2015,786.59,789.89,781.16,781.8,323200
DSDN,05-Jan-2015,255.66,255.94,249.52,250.4,2913500
DSDR,05-Jan-2015,658.1,658.56,652.44,653.63,14071100
DSDS,05-Jan-2015,295.75,295.75,287.86,288.66,1168300
DSDT,05-Jan-2015,101.17,101.4,100.42,101.09,1685400
DSDV,05-Jan-2015,129.05,129.32,127,127.25,4109100
DSEC,05-Jan-2015,264.06,264.06,258.66,259.13,2314000
DSEE,05-Jan-2015,280.85,280.85,275.13,275.84,7285000
DSEH,05-Jan-2015,90.35,90.35,88.14,88.43,456800
DSEN,05-Jan-2015,670.56,670.56,640.13,643.09,103661500
DSES,05-Jan-2015,169.23,169.23,164.7,165.35,920100
DSEU,05-Jan-2015,226.34,226.56,222.63,223.53,20726800
DSFA,05-Jan-2015,263.98,264.83,259.81,260.59,6711700
DSFB,05-Jan-2015,497.69,499.26,492.71,492.99,26302400
DSFC,05-Jan-2015,165.28,165.36,163.61,163.63,18111200
DSFD,05-Jan-2015,308.71,309.1,305.05,306.05,5680200
DSFE,05-Jan-2015,425.23,425.23,411.06,411.92,6170700
DSFH,05-Jan-2015,332.31,332.31,327.65,329.05,759800
DSFI,05-Jan-2015,685.11,685.11,667.96,669.59,26795900
DSFN,05-Jan-2015,448.76,448.76,439.84,440.63,166240600
DSFO,05-Jan-2015,331.77,331.77,325.16,325.74,14307800
DSFP,05-Jan-2015,459.05,459.05,449.91,450.71,14307800
DSFR,05-Jan-2015,209.78,209.78,205.73,206.46,1288800
DSFT,05-Jan-2015,911.25,911.37,894.8,898.44,1817900
DSFV,05-Jan-2015,454.71,454.71,441.87,442.97,0
DSGF,05-Jan-2015,768.08,768.08,748.81,750.65,26795900
DSGI,05-Jan-2015,439.45,439.45,429.29,430.52,18450800
DSGT,05-Jan-2015,715.78,715.78,705.31,707.17,40773100
DSGU,05-Jan-2015,214.05,214.05,209.35,210.05,2098100
DSHB,05-Jan-2015,523.06,523.06,515.73,518.7,3733600
DSHC,05-Jan-2015,727.41,730.06,722.95,723.95,76846900
DSHD,05-Jan-2015,266.36,266.36,261.16,261.67,1533100
DSHG,05-Jan-2015,576.13,576.83,571.03,571.79,8806000
DSHI,05-Jan-2015,233.42,233.42,227.63,228.46,4225800
DSHL,05-Jan-2015,140.36,141.04,139.48,140.63,4117600
DSHN,05-Jan-2015,704.38,708.07,699.52,700.84,2779300
DSHP,05-Jan-2015,1139.11,1139.11,1117.83,1122.43,10050500
DSHR,05-Jan-2015,1451.19,1451.19,1384.66,1390.72,8439100
DSHV,05-Jan-2015,415.12,415.12,398.73,400.27,2484500
DSIB,05-Jan-2015,211.14,211.3,209.21,209.89,1317200
DSID,05-Jan-2015,498.35,498.35,486.43,487.76,14820700
DSIF,05-Jan-2015,46.72,46.72,45.58,45.8,2806500
DSIG,05-Jan-2015,552.58,552.58,539.42,540.6,74697900
DSIL,05-Jan-2015,675.03,675.03,652.68,655.72,6751200
DSIM,05-Jan-2015,224.99,224.99,212.23,213.24,13271400
DSIN,05-Jan-2015,515.05,515.05,502.78,503.91,80824800
DSIO,05-Jan-2015,89.98,90.69,89.64,90.49,7772400
DSIP,05-Jan-2015,550.79,550.79,542.19,543.08,7209000
DSIQ,05-Jan-2015,1342.75,1342.75,1289.87,1293.88,14609800
DSIR,05-Jan-2015,456.42,456.42,447.92,448.57,20027500
DSIS,05-Jan-2015,322.78,322.78,317.41,318.17,16117300
DSIT,05-Jan-2015,831.44,831.44,808.19,808.96,10195300
DSIU,05-Jan-2015,187.42,187.42,184.49,184.78,1943300
DSIV,05-Jan-2015,365.29,365.29,359.22,359.79,5075100
DSIX,05-Jan-2015,413.17,413.17,406.68,407.32,13276200
DSLE,05-Jan-2015,374.85,374.85,369.16,370.09,6236200
DSLG,05-Jan-2015,1221.35,1221.35,1181,1185.6,2292600
DSLW,05-Jan-2015,815.73,815.73,801,802.78,0
DSMC,05-Jan-2015,838.33,839.05,829.47,831.52,26781300
DSME,05-Jan-2015,744.94,744.94,728.36,729.73,32790200
DSMF,05-Jan-2015,5.92,5.94,5.79,5.81,2772100
DSMG,05-Jan-2015,72.1,72.25,69.8,70.81,6246200
DSMR,05-Jan-2015,61.1,61.13,60.6,60.74,7631600
DSMS,05-Jan-2015,622.22,623.8,616.39,618.04,2010900
DSMT,05-Jan-2015,267.62,267.62,260.8,262.04,115400
DSMU,05-Jan-2015,178.27,178.27,174.96,175.6,4125900
DSNC,05-Jan-2015,521.88,521.88,515.03,515.6,76044700
DSNF,05-Jan-2015,312.95,312.95,291.82,294.34,4046600
DSNG,05-Jan-2015,631.82,631.82,624.75,625.77,30475400
DSNS,05-Jan-2015,832.55,835.58,819.2,821.9,20617700
DSOE,05-Jan-2015,187.43,187.82,184.18,185.73,604500
DSOG,05-Jan-2015,678.06,678.06,646.05,648.74,64719500
DSOI,05-Jan-2015,555.2,555.2,531.58,536.18,30687400
DSOL,05-Jan-2015,618.5,618.5,594.01,598.26,10056100
DSOQ,05-Jan-2015,662.83,662.83,635.83,639.79,37047800
DSOS,05-Jan-2015,788.01,788.01,740.11,743.77,54663400
DSPB,05-Jan-2015,288.71,288.71,281.48,282.1,2548600
DSPC,05-Jan-2015,184.13,184.13,181.83,182.09,2343600
DSPG,05-Jan-2015,526.87,526.87,518.25,519.54,10473600
DSPL,05-Jan-2015,982.29,982.29,945.23,947.16,6360300
DSPM,05-Jan-2015,47.59,48.24,46.66,48.14,2233300
DSPN,05-Jan-2015,686.02,689.59,681.11,683.97,50065500
DSPP,05-Jan-2015,173.38,173.38,170.04,170.64,1288800
DSPR,05-Jan-2015,486.22,487.41,483.29,483.89,24366800
DSPT,05-Jan-2015,60.57,60.57,58.46,59.19,337800
DSRA,05-Jan-2015,842.04,842.85,834.95,837.36,8317700
DSRB,05-Jan-2015,670.03,671.48,662.09,663.62,7497200
DSRD,05-Jan-2015,1258.55,1260.25,1249.24,1251.26,8390800
DSRE,05-Jan-2015,304.53,306.03,302.95,305.34,41820700
DSRH,05-Jan-2015,376.38,376.38,366.82,367.97,1377000
DSRI,05-Jan-2015,125.9,126.66,125.26,126.37,40443600
DSRL,05-Jan-2015,126.77,127.99,126.1,127.67,7005500
DSRN,05-Jan-2015,165.45,166.89,164.82,166.56,2810000
DSRP,05-Jan-2015,301.62,301.62,297.76,299.44,503400
DSRQ,05-Jan-2015,114.38,114.76,112.8,113.22,2268100
DSRR,05-Jan-2015,1511.22,1511.22,1462.15,1463.28,4261000
DSRS,05-Jan-2015,909.89,909.89,895.76,898.16,15481000
DSRT,05-Jan-2015,749.79,749.79,740.21,741.85,54844300
DSRU,05-Jan-2015,985.14,987.69,975.18,976.44,6814500
DSSB,05-Jan-2015,808.96,808.96,788.48,791.7,7568200
DSSC,05-Jan-2015,1927.05,1934.28,1901.19,1901.41,46102900
DSSD,05-Jan-2015,536.36,542.08,534.92,535.05,11118300
DSSF,05-Jan-2015,185.55,185.55,180.94,181.29,8426800
DSSP,05-Jan-2015,121.69,121.69,119.39,119.82,1013800
DSSR,05-Jan-2015,168.52,169.24,167.57,168.83,9420900
DSST,05-Jan-2015,210.29,210.29,199.43,200.75,5437400
DSSV,05-Jan-2015,1233.2,1234.55,1218.39,1220.6,60672300
DSSW,05-Jan-2015,1114.07,1116.92,1105.34,1106.92,35945400
DSTB,05-Jan-2015,618.02,618.02,610.73,613.93,4959400
DSTC,05-Jan-2015,1066.27,1067.51,1050.99,1053.56,162175600
DSTK,05-Jan-2015,561.87,561.87,543.23,543.77,3888300
DSTL,05-Jan-2015,161.78,161.8,160.06,160.09,23168200
DSTP,05-Jan-2015,498.18,498.18,489.15,489.96,0
DSTQ,05-Jan-2015,988.29,990.79,971.17,974.53,101503200
DSTR,05-Jan-2015,99.57,99.72,97.14,98.04,1291500
DSTS,05-Jan-2015,248.58,248.58,240.75,241.61,340100
DSTT,05-Jan-2015,532.31,532.31,510.87,513.92,4258400
DSTY,05-Jan-2015,477.89,478.18,473.32,474.83,4806100
DSUO,05-Jan-2015,233.41,233.41,228.89,229.68,6499800
DSUT,05-Jan-2015,235.66,235.72,231.6,232.48,27226700
DSVE,05-Jan-2015,226.62,226.83,222.9,223.8,20726800
DSVN,05-Jan-2015,240.29,243.68,239.08,242.79,553000
DSWC,05-Jan-2015,225.54,225.54,220.95,221.75,5056900
DSWU,05-Jan-2015,1303.85,1304.52,1278.83,1282.08,275600
DTCI,05-Jan-2015,1244.2,1250.62,1236.92,1247.93,0
DTEI,05-Jan-2015,1488.29,1497.09,1479.74,1493.8,0
DTFI,05-Jan-2015,45,45,35,40,0
DTFX,05-Jan-2015,128.57,128.91,128.16,128.62,0
DTOF,05-Jan-2015,75,75,65,65,0
DTOH,05-Jan-2015,90,90,65,65,0
DTTH,05-Jan-2015,90,90,90,90,0
DTTW,05-Jan-2015,45,45,20,20,0
DTWC,05-Jan-2015,13143.06,13143.06,12863.42,12881.38,0
DTWI,05-Jan-2015,35677.82,35677.82,34963.64,35014.91,0
DTWT,05-Jan-2015,13626.62,13626.62,13249.13,13263.86,0
DTWU,05-Jan-2015,2314.61,2317.14,2278.05,2286.57,0
DUBS,05-Jan-2015,104.21,104.39,103.74,103.87,0
DUFI,05-Jan-2015,80,80,66.66,73.33,0
DUOF,05-Jan-2015,80,80,80,80,0
DUOH,05-Jan-2015,80,80,80,80,0
DUSL,05-Jan-2015,432.34,432.34,424.6,425.26,0
DUSM,05-Jan-2015,797.15,797.15,782.31,784.04,0
DUSS,05-Jan-2015,861.73,861.73,847.48,849.81,0
DUTH,05-Jan-2015,80,80,80,80,0
DUTW,05-Jan-2015,80,80,53.33,53.33,0
DVAA,05-Jan-2015,22.7,22.7,22.7,22.7,0
DVAB,05-Jan-2015,43.26,43.26,43.26,43.26,0
DVCA,05-Jan-2015,2.67,49.11,2.67,49.11,0
DVCD,05-Jan-2015,0.11,55.35,0.11,12.9,0
DVCE,05-Jan-2015,43.2,1238.54,43.2,1238.54,0
DVCN,05-Jan-2015,104.37,3205.86,104.37,3205.86,0
DVCQ,05-Jan-2015,55.56,1331.19,55.56,1319.23,0
DVCS,05-Jan-2015,6.99,257.41,6.99,257.4,0
DVCT,05-Jan-2015,162.61,4574.21,162.61,4574.21,0
DVCV,05-Jan-2015,3.05,47.7,3.05,45.37,0
DVCX,05-Jan-2015,10.05,302.78,10.05,302.77,0
DVDE,05-Jan-2015,111.81,111.81,111.81,111.81,0
DVJN,05-Jan-2015,106.97,106.97,106.97,106.97,0
DVMR,05-Jan-2015,105.86,105.86,105.86,105.86,0
DVS,05-Jan-2015,13.6,15,13.6,15,0
DVST,05-Jan-2015,107.95,107.95,107.95,107.95,0
DWC,05-Jan-2015,21665.311,21665.311,21233.561,21269.061,0
DWCB,05-Jan-2015,3899.46,3899.46,3786.28,3794.91,0
DWE,05-Jan-2015,5300.78,5300.78,5033.42,5069.88,0
DWJ,05-Jan-2015,2937.35,2937.35,2900.32,2905.13,0
DWO,05-Jan-2015,2393.46,2393.46,2284.65,2300.16,0
DWR,05-Jan-2015,5078.58,5080.85,5006.8,5021.68,0
DWU,05-Jan-2015,2812.44,2813.97,2763.71,2771.98,0
DWY,05-Jan-2015,2810.68,2810.68,2756.94,2762.38,0
DXG,05-Jan-2015,3959.26,3959.26,3959.26,3959.26,0
DXS,05-Jan-2015,3971.12,3974.35,3900.14,3914.98,0
DXY,05-Jan-2015,91.45,91.77,91.23,91.4,0
DYH,05-Jan-2015,3473,3473,3400.22,3408.26,0
DYI,05-Jan-2015,2975.8,2975.8,2914.09,2923.47,0
DYO,05-Jan-2015,3248.71,3248.71,3204.69,3212.46,0
DZC,05-Jan-2015,4858.16,4867.36,4798.34,4803.11,0
DZE,05-Jan-2015,2436.05,2440.54,2394.15,2397.6,0
DZF,05-Jan-2015,3240,3240,3201.55,3210.77,0
DZH,05-Jan-2015,2780.49,2784.84,2723.53,2736.24,0
DZL,05-Jan-2015,4709.29,4709.29,4623.99,4643.15,0
DZM,05-Jan-2015,2635.21,2635.21,2584.53,2592.86,0
DZN,05-Jan-2015,3421.79,3436.88,3389.79,3401.7,0
DZO,05-Jan-2015,5587.59,5681.79,5565.3,5604.22,0
DZR,05-Jan-2015,6001.61,6038.97,5965.87,5978.46,0
ECO,05-Jan-2015,54.96,54.96,53.35,53.6,0
EED,05-Jan-2015,28.65,28.68,28.18,28.22,0
EMX,05-Jan-2015,147.56,147.62,145.59,145.74,0
EPX,05-Jan-2015,346.52,346.52,323.73,325.51,0
ESX,05-Jan-2015,140.34,140.4,138.01,138.16,0
EUX,05-Jan-2015,149.93,149.97,148.56,148.66,0
EVZ,05-Jan-2015,9.83,10.22,9.83,10.01,0
EZB,05-Jan-2015,4609.95,4609.95,4500.91,4518.31,0
EZF,05-Jan-2015,2276.2,2276.2,2241.68,2247.03,0
EZK,05-Jan-2015,4682.59,4682.59,4479.28,4499.98,0
EZL,05-Jan-2015,5207.14,5207.14,5082.37,5095.86,0
EZS,05-Jan-2015,3309.19,3309.52,3271.64,3277.2,0
EZV,05-Jan-2015,2882.86,2882.86,2836.47,2841.56,0
EZX,05-Jan-2015,5426.81,5455.95,5389.26,5413.9,0
EZZ,05-Jan-2015,3850.48,3850.48,3786.79,3799.83,0
FBV,05-Jan-2015,25.31,25.4,25.3,25.31,0
FTSA,05-Jan-2015,3585.67,3601.78,3514.65,3520.88,0
FTSE,05-Jan-2015,6547.8,6576.74,6404.49,6417.16,0
FTSM,05-Jan-2015,16051.96,16141.37,15910.47,15921.68,0
FVX,05-Jan-2015,1.61,1.62,1.56,1.56,0
GDM,05-Jan-2015,529.22,539.46,521.54,538.77,0
GLD,05-Jan-2015,1187.88,1207.28,1178.08,1204.48,128663
GLI,05-Jan-2015,103.3,103.3,102.06,102.13,0
GMI,05-Jan-2015,18.93,19.44,18.77,19.42,0
GNX,05-Jan-2015,414.95,414.95,403.76,404.6,0
GVX,05-Jan-2015,20.14,20.46,19.77,20.29,0
GVZ,05-Jan-2015,20.23,21.32,20.18,21.26,0
GWI,05-Jan-2015,179.31,179.43,176.98,177.37,0
HGX,05-Jan-2015,214.13,214.2,211.58,212.51,0
HIGA,05-Jan-2015,2,2,2,2,0
HIGD,05-Jan-2015,11,11,11,11,0
HIGN,05-Jan-2015,41,41,41,41,0
HIGQ,05-Jan-2015,48,48,48,48,0
HIGS,05-Jan-2015,224,224,224,224,0
HIGV,05-Jan-2015,68,68,68,68,0
HKO,05-Jan-2015,448.4,448.4,448.4,448.4,0
HKX,05-Jan-2015,1125.4,1125.4,1125.4,1125.4,0
HMV,05-Jan-2015,3507.46,3507.46,3507.46,3507.46,0
HSI,05-Jan-2015,23699.19,23998.87,23655.52,23721.32,0
HUI,05-Jan-2015,169.09,172.36,166.41,172.2,0
HUV,05-Jan-2015,166.3,166.3,166.3,166.3,0
HVX,05-Jan-2015,65.97,65.97,64.53,64.74,0
HWI,05-Jan-2015,677.6,679.04,665.45,668.3,0
HWO,05-Jan-2015,690.68,690.68,690.68,690.68,0
ICK,05-Jan-2015,70.95,71.05,70.23,70.53,0
IDX,05-Jan-2015,1447.69,1447.69,1425.49,1428.48,108261400
IEB,05-Jan-2015,2990.03,2990.03,2939.51,2943.9,0
IEK,05-Jan-2015,3465.58,3465.58,3399.78,3406.99,0
IEY,05-Jan-2015,3726.21,3726.21,3656.22,3666.65,0
IIB,05-Jan-2015,8.12,8.15,7.98,7.99,0
ILH,05-Jan-2015,2668.18,2668.18,2622.67,2626.57,0
ILJ,05-Jan-2015,3954.13,3954.13,3881.15,3888.43,0
ILK,05-Jan-2015,3634.2,3634.2,3563.08,3575.26,0
ILP,05-Jan-2015,3160.86,3160.86,3105.75,3111.43,0
ILR,05-Jan-2015,3904.44,3904.44,3822.69,3835.81,0
ILU,05-Jan-2015,3779.17,3779.17,3710.57,3717.65,0
ILW,05-Jan-2015,3041.74,3041.74,2991.34,2996.16,0
ILZ,05-Jan-2015,3524.57,3524.57,3470.9,3478.03,0
INDS,05-Jan-2015,3757.994,3759.741,3694.158,3704.034,0
INSR,05-Jan-2015,6679.702,6684.814,6604.071,6606.691,0
IPSA,05-Jan-2015,3852.11,3859.12,3793.9,3797.99,0
IQX,05-Jan-2015,3250.41,3250.41,3178.03,3184.5,0
IQZ,05-Jan-2015,8197.8,8197.8,8072.31,8092.16,0
IRX,05-Jan-2015,0.01,0.01,0.01,0.01,0
IUX,05-Jan-2015,1192.36,1194.22,1177.46,1181.35,0
IVX,05-Jan-2015,927.33,927.33,906.66,908.45,0
IXB,05-Jan-2015,516.01,516.01,500.71,502.43,0
IXCO,05-Jan-2015,2431.503,2437.795,2396.524,2403.243,0
IXE,05-Jan-2015,798.48,798.48,761.92,764.96,0
