Symbol,Date,Open,High,Low,Close,Volume
CEX,09-Jan-2015,506.53,507.75,499.9,502.03,0
CIV,09-Jan-2015,29.46,29.47,28.43,28.82,0
CKG,09-Jan-2015,498.43,498.5,493.65,494.6,0
COMP,09-Jan-2015,4744.47,4744.71,4681.24,4704.07,0
CPH,09-Jan-2015,261.58,261.58,261.58,261.58,0
CPR,09-Jan-2015,2.767,2.776,2.7385,2.7545,47898
CRXR,09-Jan-2015,1063.74,1063.74,1063.74,1063.74,0
CSO,09-Jan-2015,1055.61,1055.61,1055.61,1055.61,0
CVK,09-Jan-2015,465.81,465.88,460.4,460.62,0
CYM,09-Jan-2015,22.18,22.2,21.96,22.06,0
CYO,09-Jan-2015,1593.29,1593.29,1593.29,1593.29,0
CZH,09-Jan-2015,273.49,273.66,269.74,270.55,0
DAX,09-Jan-2015,9813.99,9860.18,9601.75,9648.5,0
DCFI,09-Jan-2015,61.53,61.53,55.38,55.38,0
DCOF,09-Jan-2015,76.92,76.92,72.3,72.3,0
DCOH,09-Jan-2015,76.92,76.92,75.38,75.38,0
DCSE,09-Jan-2015,15857.75,15932.31,15668.41,15844.27,0
DCTH,09-Jan-2015,80,80,78.46,80,0
DCTW,09-Jan-2015,67.69,67.69,46.15,53.84,0
DDA,09-Jan-2015,16.03,17.37,16.03,16.98,0
DDB,09-Jan-2015,14.43,15.98,14.43,15.47,0
DDO,09-Jan-2015,140.57,140.57,140.57,140.57,0
DDX,09-Jan-2015,138.55,140.44,137.78,139.83,0
DECA,09-Jan-2015,67,136,67,120,19117500
DECD,09-Jan-2015,21,115,21,112,64088400
DECE,09-Jan-2015,423,989,423,961,839196700
DECN,09-Jan-2015,1102,1722,1102,1505,2296305000
DECQ,09-Jan-2015,1049,1658,1049,1583,955016000
DECS,09-Jan-2015,215,783,215,739,160665100
DECT,09-Jan-2015,2218,3490,2218,3208,3270438000
DECV,09-Jan-2015,54,332,54,325,29172000
DECX,09-Jan-2015,269,1101,269,1064,189837100
DFI,09-Jan-2015,2868.75,2870.99,2839.65,2841.64,0
DGE,09-Jan-2015,1034.36,1034.94,1023.79,1029.31,0
DHC,09-Jan-2015,5083.24,5083.24,5039.92,5046.08,0
DHD,09-Jan-2015,1182.11,1182.11,1150.18,1150.46,0
DIFI,09-Jan-2015,60,60,53.33,53.33,0
DIOF,09-Jan-2015,73.33,73.33,66.66,66.66,0
DIOH,09-Jan-2015,73.33,73.33,70,70,0
DITH,09-Jan-2015,73.33,73.33,73.33,73.33,0
DITW,09-Jan-2015,76.66,76.66,53.33,63.33,0
DIVD,09-Jan-2015,2.13,2.17,2.13,2.17,0
DJC,09-Jan-2015,6468.45,6470.23,6392.32,6406.87,0
DJEC,09-Jan-2015,492.7,493,485.08,487.37,0
DJI,09-Jan-2015,17911.02,17915.32,17686.09,17737.37,93391800
DJT,09-Jan-2015,8963.9,8979.76,8853.63,8858.15,12432600
DJU,09-Jan-2015,626.64,628.33,620.07,623.61,10436200
DJWO,09-Jan-2015,318.67,319.08,316.17,316.86,0
DLTC,09-Jan-2015,997.11,1003.65,985.84,994.37,0
DMT,09-Jan-2015,8963.11,8979.51,8853.66,8858.15,0
DOI,09-Jan-2015,2802.08,2802.08,2802.08,2802.08,0
DOWE,09-Jan-2015,1752.58,1752.59,1715.76,1724.92,0
DOWV,09-Jan-2015,193.15,194.15,193.15,193.75,0
DRCI,09-Jan-2015,255.04,255.98,253.56,254.9,0
DREI,09-Jan-2015,342.37,343.87,340.39,342.38,0
DRG,09-Jan-2015,548.67,548.78,543.31,545.54,0
DRO,09-Jan-2015,543.57,543.57,543.57,543.57,0
DSAE,09-Jan-2015,843.42,845.3,837.49,839.79,6865700
DSAF,09-Jan-2015,909.39,910.1,898.23,900.87,1386700
DSAG,09-Jan-2015,182.37,182.63,179.68,180.42,6186600
DSAI,09-Jan-2015,377.59,378.38,372.72,374.05,3636000
DSAL,09-Jan-2015,131.83,133.9,130.58,133.57,2997600
DSAM,09-Jan-2015,952.72,953.75,943.84,945.05,13202200
DSAP,09-Jan-2015,321.61,322.43,316.33,317.11,13358200
DSAR,09-Jan-2015,257.38,258.38,249.96,250.52,9645100
DSAS,09-Jan-2015,903.39,904.58,894.99,897.91,4510400
DSAT,09-Jan-2015,429.11,430.18,422.57,423.27,3009400
DSAU,09-Jan-2015,212.43,213.01,208.49,209.31,9448200
DSAV,09-Jan-2015,582.86,584.17,575.83,576.61,1580800
DSBC,09-Jan-2015,1081.88,1086.96,1077.29,1078.59,23919700
DSBD,09-Jan-2015,614.97,617.73,612.44,615.4,4560200
DSBE,09-Jan-2015,140.34,141.45,138.65,140.27,577000
DSBK,09-Jan-2015,320.26,320.68,313.72,313.72,62225000
DSBM,09-Jan-2015,330.83,332.17,327.29,329.01,27481800
DSBS,09-Jan-2015,168.11,168.57,166.43,168.06,16230000
DSBT,09-Jan-2015,1898.51,1902.7,1859.8,1876.23,18912700
DSBV,09-Jan-2015,594.88,595.07,588.88,589.94,7778000
DSCA,09-Jan-2015,743.27,744.58,732.43,735.17,3362200
DSCC,09-Jan-2015,378.07,381.14,372.82,374.82,6393100
DSCE,09-Jan-2015,826.72,831.53,813.75,815.03,585800
DSCF,09-Jan-2015,359.5,360.45,354.14,357.1,4628900
DSCG,09-Jan-2015,865.09,865.09,849.68,850.23,30825800
DSCH,09-Jan-2015,526.63,529.25,520.76,522.96,11251700
DSCL,09-Jan-2015,87.3,87.3,84.71,85.41,2735900
DSCM,09-Jan-2015,502.26,503.06,496.37,496.59,4041300
DSCN,09-Jan-2015,505.02,506.98,499.56,501.47,7215100
DSCP,09-Jan-2015,314.46,315.5,310.54,310.59,3711200
DSCR,09-Jan-2015,1643.18,1661.65,1622.46,1646.6,23417300
DSCS,09-Jan-2015,1026.28,1028.19,1018.68,1021.97,6311700
DSCT,09-Jan-2015,883.07,887.61,874.64,882.28,25151700
DSCX,09-Jan-2015,822.33,824.2,815.66,818.08,4858600
DSCY,09-Jan-2015,695.39,695.39,687.67,688.09,112064500
DSDB,09-Jan-2015,827.81,839.31,824.93,826.21,248700
DSDN,09-Jan-2015,258.63,259.79,257.48,258.22,2355300
DSDR,09-Jan-2015,678.45,678.45,673.48,674.26,11999200
DSDS,09-Jan-2015,286.95,286.95,283.2,284.26,1212400
DSDT,09-Jan-2015,102.3,102.31,101.58,101.89,1009900
DSDV,09-Jan-2015,127.77,128.78,126.63,127.84,3844800
DSEC,09-Jan-2015,264.47,264.78,262.32,263.33,2049100
DSEE,09-Jan-2015,280.23,280.65,277.03,278.03,5685100
DSEH,09-Jan-2015,87.78,88.38,87.33,87.74,376300
DSEN,09-Jan-2015,650.3,651.33,639.22,645.38,85509900
DSES,09-Jan-2015,170.84,171.75,170.13,170.89,507200
DSEU,09-Jan-2015,227.5,228.13,225,225.9,16057700
DSFA,09-Jan-2015,267.54,267.68,265.05,266.46,5569600
DSFB,09-Jan-2015,510.2,510.87,505.41,505.88,19801800
DSFC,09-Jan-2015,164.5,164.92,163.11,163.4,13085900
DSFD,09-Jan-2015,316.16,316.21,313.96,314.39,4344500
DSFE,09-Jan-2015,417.11,417.75,411.41,412.39,4053400
DSFH,09-Jan-2015,336.89,340.5,335.64,338.45,710800
DSFI,09-Jan-2015,676.84,677.81,666.71,668.1,33543800
DSFN,09-Jan-2015,445.85,446.2,439.96,440.24,156857500
DSFO,09-Jan-2015,335.65,336.62,332.44,332.75,12023700
DSFP,09-Jan-2015,464.42,465.76,459.98,460.41,12023700
DSFR,09-Jan-2015,209.46,210.2,207.47,208.36,812100
DSFT,09-Jan-2015,930.76,930.76,918.93,923.11,1649300
DSFV,09-Jan-2015,444.93,445.44,437.33,437.36,0
DSGF,09-Jan-2015,758.78,759.86,747.42,748.98,33543800
DSGI,09-Jan-2015,433.63,434.22,427.41,427.87,14649900
DSGT,09-Jan-2015,727.92,728.17,717.48,717.71,41950200
DSGU,09-Jan-2015,214.17,214.27,210.7,212.18,1810800
DSHB,09-Jan-2015,546.31,553.78,544.94,549.67,4221900
DSHC,09-Jan-2015,751.2,751.73,742.2,745.02,64521200
DSHD,09-Jan-2015,268.17,268.45,264.69,264.78,1533700
DSHG,09-Jan-2015,583.23,583.28,578.53,579.06,8646300
DSHI,09-Jan-2015,240.64,240.64,236.27,236.42,3078300
DSHL,09-Jan-2015,143.33,143.81,141.97,142.47,3430300
DSHN,09-Jan-2015,710.92,710.92,704.04,704.82,2179800
DSHP,09-Jan-2015,1173.44,1174.25,1160.82,1162.47,7977700
DSHR,09-Jan-2015,1405.27,1406.27,1381.48,1383.44,6149000
DSHV,09-Jan-2015,408.26,410.65,393.98,395.39,2654900
DSIB,09-Jan-2015,213.77,213.81,211.57,211.68,932300
DSID,09-Jan-2015,490.44,491.13,483.16,483.84,10938600
DSIF,09-Jan-2015,45.33,45.38,44.37,44.63,2304100
DSIG,09-Jan-2015,548.63,548.99,542.66,543.57,56277300
DSIL,09-Jan-2015,656.76,657.74,643.9,644.81,6462300
DSIM,09-Jan-2015,220.02,220.46,216.77,219.56,10111900
DSIN,09-Jan-2015,511.91,512.24,506.34,507.25,63492400
DSIO,09-Jan-2015,92.73,93.19,92.15,92.65,6726400
DSIP,09-Jan-2015,555.25,555.89,548.4,548.92,6784000
DSIQ,09-Jan-2015,1308.84,1310.11,1288.88,1291.33,10202400
DSIR,09-Jan-2015,456.02,456.15,449.39,449.85,18335100
DSIS,09-Jan-2015,324.37,324.46,321.54,322.85,12729500
DSIT,09-Jan-2015,819.33,821.1,808.78,809.9,6144400
DSIU,09-Jan-2015,190.23,190.5,187.6,187.83,1852200
DSIV,09-Jan-2015,368.58,368.97,366.09,367.14,3992900
DSIX,09-Jan-2015,415.72,416.01,410.23,410.62,11872800
DSLE,09-Jan-2015,375.95,376.53,367.43,367.63,6331400
DSLG,09-Jan-2015,1220.89,1220.89,1198.85,1204.18,2660600
DSLW,09-Jan-2015,817.63,817.98,808.31,810.96,0
DSMC,09-Jan-2015,863.69,864.01,855.36,856.53,23092700
DSME,09-Jan-2015,734.11,737,730.78,731.66,27289200
DSMF,09-Jan-2015,5.69,5.7,5.64,5.65,3694900
DSMG,09-Jan-2015,71.39,72.23,71.17,72.09,5306000
DSMR,09-Jan-2015,60.99,60.99,60.58,60.59,6403000
DSMS,09-Jan-2015,643.34,644.1,638.25,642.29,1912700
DSMT,09-Jan-2015,269.4,271.89,267.07,270.78,124300
DSMU,09-Jan-2015,179.17,179.41,177.1,178.22,2836800
DSNC,09-Jan-2015,529.74,530.25,524.86,525.11,62978900
DSNF,09-Jan-2015,310.55,313.61,306.7,311.62,1914400
DSNG,09-Jan-2015,639.85,640.52,634.46,635.06,29818800
DSNS,09-Jan-2015,821.14,822.12,808.65,813.04,18942800
DSOE,09-Jan-2015,187.9,188.36,185.11,186.81,298200
DSOG,09-Jan-2015,658.48,659.3,648.61,655.58,50126700
DSOI,09-Jan-2015,536.82,539.98,523.8,527.64,28545100
DSOL,09-Jan-2015,609.82,609.83,601.04,605.42,8949500
DSOQ,09-Jan-2015,640.23,643.01,625.61,629.85,34140000
DSOS,09-Jan-2015,750.86,754.39,738.96,750.26,41177200
DSPB,09-Jan-2015,285.35,286.75,284.54,286.03,1788500
DSPC,09-Jan-2015,183.78,183.78,182.01,182.2,1377500
DSPG,09-Jan-2015,528.53,528.99,522.01,523.84,10319600
DSPL,09-Jan-2015,946.79,950.3,927.08,933.18,5594900
DSPM,09-Jan-2015,49.09,50.74,49.09,50.73,2229000
DSPN,09-Jan-2015,709.29,709.98,699.98,703.52,41428500
DSPP,09-Jan-2015,173.12,173.73,171.47,172.21,812100
DSPR,09-Jan-2015,503.73,503.88,499.61,500.92,22515800
DSPT,09-Jan-2015,58.78,59.96,58.66,59.11,294800
DSRA,09-Jan-2015,855.39,855.39,837.93,841.69,8109500
DSRB,09-Jan-2015,685.44,686.63,676.56,676.79,8070300
DSRD,09-Jan-2015,1302.23,1302.23,1292.11,1293.78,7654700
DSRE,09-Jan-2015,313.4,314.76,311.67,313.4,42753400
DSRH,09-Jan-2015,375.1,377.24,373.43,375.11,883500
DSRI,09-Jan-2015,129.75,130.3,129.02,129.75,41869800
DSRL,09-Jan-2015,132.21,133.14,131.69,132.7,7744300
DSRN,09-Jan-2015,171.65,173.4,171.08,172.54,3099600
DSRP,09-Jan-2015,313.26,313.26,303.72,303.94,594700
DSRQ,09-Jan-2015,115.8,115.86,113.94,114.7,3511600
DSRR,09-Jan-2015,1470.94,1476.77,1451.17,1452.42,2995000
DSRS,09-Jan-2015,911.58,911.58,898.6,899.29,16379200
DSRT,09-Jan-2015,765.57,765.59,756.36,756.68,53948300
DSRU,09-Jan-2015,1010.84,1010.84,991.17,996.76,8732600
DSSB,09-Jan-2015,797.2,798.74,783.34,785.55,6210700
DSSC,09-Jan-2015,1934.7,1947.16,1914.14,1936.19,36100100
DSSD,09-Jan-2015,554.73,554.88,548.8,549.91,7078900
DSSF,09-Jan-2015,184.06,184.34,181.47,181.57,16502800
DSSP,09-Jan-2015,121.8,121.82,120.06,120.3,948700
DSSR,09-Jan-2015,173.43,173.96,172.22,173.12,13456100
DSST,09-Jan-2015,201.6,201.77,197.46,199.04,5199800
DSSV,09-Jan-2015,1230.47,1234.49,1216.25,1221.46,49827500
DSSW,09-Jan-2015,1124.37,1129.97,1112.39,1115.77,27039800
DSTB,09-Jan-2015,634.96,637.91,632.31,633.36,4521400
DSTC,09-Jan-2015,1073.54,1079.84,1061.41,1070.33,134795000
DSTK,09-Jan-2015,549.15,550.29,539.99,541.56,1368600
DSTL,09-Jan-2015,161.22,161.61,159.9,160.17,21219500
DSTP,09-Jan-2015,500.02,500.42,494.17,495.75,0
DSTQ,09-Jan-2015,1003.15,1011.69,992.02,1004.23,84967500
DSTR,09-Jan-2015,100.97,101.83,99.92,99.98,900500
DSTS,09-Jan-2015,245.09,245.58,239.88,240.02,269700
DSTT,09-Jan-2015,514.95,515.66,504.06,504.15,2913500
DSTY,09-Jan-2015,475.22,476.3,464.91,465.65,5150800
DSUO,09-Jan-2015,234.27,234.55,231.36,232.85,4902200
DSUT,09-Jan-2015,236.78,237.23,234.08,235.17,20960000
DSVE,09-Jan-2015,227.78,228.4,225.28,226.17,16057700
DSVN,09-Jan-2015,256.2,257,253.65,254.49,450300
DSWC,09-Jan-2015,229.25,229.84,227.71,228.24,8133500
DSWU,09-Jan-2015,1305.82,1316.35,1296.96,1305.69,254600
DTCI,09-Jan-2015,1280.1,1284.82,1272.67,1279.41,0
DTEI,09-Jan-2015,1534.91,1541.88,1526.28,1535.18,0
DTFI,09-Jan-2015,45,45,40,40,0
DTFX,09-Jan-2015,127.53,128.25,127.37,128.22,0
DTOF,09-Jan-2015,75,75,70,70,0
DTOH,09-Jan-2015,75,75,75,75,0
DTTH,09-Jan-2015,85,85,80,85,0
DTTW,09-Jan-2015,40,40,20,25,0
DTWC,09-Jan-2015,13135.05,13141.02,12983.44,13012.35,0
DTWI,09-Jan-2015,35844.37,35855.16,35402.5,35503.09,0
DTWT,09-Jan-2015,13420.88,13447.8,13259.18,13265.95,0
DTWU,09-Jan-2015,2333.23,2339.6,2308.88,2322.07,0
DUBS,09-Jan-2015,103.84,103.99,103.28,103.62,0
DUFI,09-Jan-2015,86.66,86.66,80,80,0
DUOF,09-Jan-2015,86.66,86.66,86.66,86.66,0
DUOH,09-Jan-2015,86.66,86.66,86.66,86.66,0
DUSL,09-Jan-2015,434.14,434.53,429.05,430.39,0
DUSM,09-Jan-2015,799.09,799.43,789.76,792.58,0
DUSS,09-Jan-2015,863.13,863.47,854,856.03,0
DUTH,09-Jan-2015,86.66,86.66,86.66,86.66,0
DUTW,09-Jan-2015,86.66,86.66,66.66,73.33,0
DVAA,09-Jan-2015,22.7,22.7,22.7,22.7,0
DVAB,09-Jan-2015,43.33,43.33,43.31,43.31,0
DVCA,09-Jan-2015,0.89,19.11,0.89,19.11,0
DVCD,09-Jan-2015,2.5,102.74,2.5,64.08,0
DVCE,09-Jan-2015,28.33,839.19,28.33,839.19,0
DVCN,09-Jan-2015,54.1,2296.3,54.1,2296.3,0
DVCQ,09-Jan-2015,37.83,955.2,37.83,955.01,0
DVCS,09-Jan-2015,3.13,160.87,3.13,160.66,0
DVCT,09-Jan-2015,92.83,3270.43,92.83,3270.43,0
DVCV,09-Jan-2015,1.25,31.81,1.25,29.17,0
DVCX,09-Jan-2015,4.39,190.05,4.39,189.83,0
DVDE,09-Jan-2015,112.02,112.02,111.98,111.98,0
DVJN,09-Jan-2015,107.16,107.16,107.16,107.16,0
DVMR,09-Jan-2015,105.79,105.79,105.79,105.79,0
DVS,09-Jan-2015,21.7,21.8,21.7,21.8,0
DVST,09-Jan-2015,108.17,108.17,108.13,108.13,0
DWC,09-Jan-2015,21672.39,21692.15,21428.21,21497.12,0
DWCB,09-Jan-2015,3792.71,3796.51,3714.64,3714.64,0
DWE,09-Jan-2015,5136.48,5151.42,5026.03,5115.35,0
DWJ,09-Jan-2015,2936.74,2936.74,2895.06,2895.21,0
DWO,09-Jan-2015,2275.97,2279.4,2213.21,2227.93,0
DWR,09-Jan-2015,5190.21,5190.21,5119.09,5120.62,0
DWU,09-Jan-2015,2822.16,2822.16,2789.33,2800.02,0
DWY,09-Jan-2015,2790.6,2795.03,2765.43,2776.2,0
DXG,09-Jan-2015,3959.26,3959.26,3959.26,3959.26,0
DXS,09-Jan-2015,3997.12,4002.25,3961.81,3969.58,0
DXY,09-Jan-2015,92.32,92.49,91.89,91.94,0
DYH,09-Jan-2015,3477.49,3478.76,3432.84,3445.9,0
DYI,09-Jan-2015,2987.56,2987.56,2945.3,2955.46,0
DYO,09-Jan-2015,3293.48,3296.61,3256.05,3276.55,0
DZC,09-Jan-2015,4871.79,4875.54,4811.21,4814.73,0
DZE,09-Jan-2015,2443.03,2455.45,2417.39,2443.66,0
DZF,09-Jan-2015,3316.02,3318.65,3286.24,3290.61,0
DZH,09-Jan-2015,2762.19,2771.62,2734.41,2755.93,0
DZL,09-Jan-2015,4838.99,4838.99,4780.01,4797.98,0
DZM,09-Jan-2015,2626.09,2633.79,2610.58,2616.79,0
DZN,09-Jan-2015,3425.66,3428.02,3379.67,3392.91,0
DZO,09-Jan-2015,5868.52,5883.97,5795.25,5847.32,0
DZR,09-Jan-2015,6217.48,6224.14,6161.8,6196.67,0
ECO,09-Jan-2015,53.39,53.61,52.87,53.09,0
EED,09-Jan-2015,29.25,29.39,29.17,29.24,0
EMX,09-Jan-2015,149.24,149.24,146.66,147.4,0
EPX,09-Jan-2015,325.29,328.24,320.42,326.45,0
ESX,09-Jan-2015,139.89,139.91,136.98,137.85,0
EUX,09-Jan-2015,150.98,150.98,149.15,149.68,0
EVZ,09-Jan-2015,10.24,10.24,9.8,9.92,0
EZB,09-Jan-2015,4616.27,4616.27,4544.15,4574.26,0
EZF,09-Jan-2015,2272.38,2272.38,2240.28,2240.41,0
EZK,09-Jan-2015,4502.85,4508.39,4407,4463.79,0
EZL,09-Jan-2015,5164.48,5171.74,5098.49,5101.63,0
EZS,09-Jan-2015,3369.12,3369.38,3338.35,3339.57,0
EZV,09-Jan-2015,2884.34,2892.14,2850.71,2867.89,0
EZX,09-Jan-2015,5579.96,5580.09,5532.76,5547.14,0
EZZ,09-Jan-2015,3924.64,3924.64,3878.19,3885.39,0
FBV,09-Jan-2015,25.59,25.69,25.59,25.61,0
FTSA,09-Jan-2015,3597.06,3597.06,3547.26,3562.73,0
FTSE,09-Jan-2015,6569.96,6570.24,6471.38,6501.14,0
FTSM,09-Jan-2015,16085.54,16085.96,15961.39,16010.96,0
FVX,09-Jan-2015,1.47,1.48,1.4,1.44,0
GDM,09-Jan-2015,559.03,574.03,559.03,573.74,0
GLD,09-Jan-2015,1208.41,1223.43,1207.24,1222.81,148470
GLI,09-Jan-2015,103.35,103.36,102.17,102.46,0
GMI,09-Jan-2015,19.84,20.69,19.84,20.69,0
GNX,09-Jan-2015,397.64,399.89,390.85,395,0
GVX,09-Jan-2015,18.55,18.87,14.62,18.87,0
GVZ,09-Jan-2015,19.2,19.2,18.2,18.44,0
GWI,09-Jan-2015,181.95,181.95,179.5,180.07,0
HGX,09-Jan-2015,220.84,222.03,220.09,220.76,0
HIGA,09-Jan-2015,5,5,5,5,0
HIGD,09-Jan-2015,7,7,7,7,0
HIGN,09-Jan-2015,117,117,117,117,0
HIGQ,09-Jan-2015,70,70,70,70,0
HIGS,09-Jan-2015,211,211,211,211,0
HIGV,09-Jan-2015,59,59,59,59,0
HKO,09-Jan-2015,455.21,455.21,455.21,455.21,0
HKX,09-Jan-2015,1142.18,1142.18,1142.18,1142.18,0
HMV,09-Jan-2015,3507.46,3507.46,3507.46,3507.46,0
HSI,09-Jan-2015,24049.7,24169.06,23859.49,23919.95,0
HUI,09-Jan-2015,180,186.37,180,186.3,0
HUV,09-Jan-2015,166.3,166.3,166.3,166.3,0
HVX,09-Jan-2015,64.72,64.73,63.85,63.85,0
HWI,09-Jan-2015,684.76,687.58,674.02,681.51,0
HWO,09-Jan-2015,690.68,690.68,690.68,690.68,0
ICK,09-Jan-2015,71.63,72.2,71.1,71.52,0
IDX,09-Jan-2015,1453.72,1454.12,1437.44,1441.28,100697400
IEB,09-Jan-2015,3019.65,3019.65,2982.61,2991.24,0
IEK,09-Jan-2015,3472.38,3472.38,3422.34,3436.73,0
IEY,09-Jan-2015,3721.39,3721.39,3670.6,3688.06,0
IIB,09-Jan-2015,8.05,8.06,7.91,8.01,0
ILH,09-Jan-2015,2693.73,2693.73,2655,2663.73,0
ILJ,09-Jan-2015,3990.35,3990.54,3940.57,3950.42,0
ILK,09-Jan-2015,3664.7,3664.75,3612.09,3625.56,0
ILP,09-Jan-2015,3170.26,3170.26,3125.33,3135.11,0
ILR,09-Jan-2015,3919,3919.28,3866.05,3874.1,0
ILU,09-Jan-2015,3791.16,3791.16,3741.66,3756.52,0
ILW,09-Jan-2015,3064.74,3064.74,3030.16,3041.17,0
ILZ,09-Jan-2015,3515.93,3515.93,3471.48,3485.51,0
INDS,09-Jan-2015,3751.148,3751.273,3710.387,3714.826,0
INSR,09-Jan-2015,6693.009,6693.009,6616.4,6618.689,0
IPSA,09-Jan-2015,3785.57,3797.24,3777.92,3783.06,0
IQX,09-Jan-2015,3245.34,3247.63,3206.82,3218.31,0
IQZ,09-Jan-2015,8220.84,8222.33,8130.19,8148.38,0
IRX,09-Jan-2015,0.01,0.01,0.01,0.01,0
IUX,09-Jan-2015,1196.01,1196.06,1183.09,1185.68,0
IVX,09-Jan-2015,924.29,924.73,912.82,915.13,0
IXB,09-Jan-2015,516.16,518.36,510.89,513.34,0
IXCO,09-Jan-2015,2459.941,2466.744,2423.387,2443.524,0
IXE,09-Jan-2015,773.58,774.82,760.13,767.13,0
